original_id	matched_id	similarity_score	notes
3OE7-H	3oe7_H	NA	Stage 1
3OET-A	3oet_A	NA	Stage 1
3OFK-A	3ofj_A	NA	Stage 2
3OGF-A	3ogf_A	NA	Stage 1
3OHM-B	7sq2_B	NA	Stage 2
3OIG-A	3oif_A	NA	Stage 2
3OIQ-A	3oiq_A	NA	Stage 1
3OJ5-A	3oj5_A	NA	Stage 1
3OJC-A	3ojc_A	NA	Stage 1
3OKS-A	3oks_A	NA	Stage 1
3OME-A	3ome_A	NA	Stage 1
3OW2-G	3ow2_G	NA	Stage 1
3OYY-A	3oyy_A	NA	Stage 1
3P3A-A	3p3a_A	NA	Stage 1
3P63-A	3p63_A	NA	Stage 1
3P8G-A	3p8f_A	NA	Stage 2
3P8X-A	3p8x_A	NA	Stage 1
3P9A-A	3p9a_A	NA	Stage 1
3P9C-A	3p9c_A	NA	Stage 1
3P9G-A	3p9g_A	NA	Stage 1
3PAS-A	3pas_A	NA	Stage 1
3PBL-A	3pbl_A	NA	Stage 1
3PE5-A	3pe5_A	NA	Stage 1
3PEH-A	3peh_A	NA	Stage 1
3PEU-B	3peu_B	NA	Stage 1
3PFT-A	3pft_A	NA	Stage 1
3PHN-A	7or6_AAA	0.9905	Stage 3
3PII-A	3pii_A	NA	Stage 1
3PIP-I	1nkw_J	NA	Stage 2
3PIP-L	1nkw_M	NA	Stage 2
3PIR-A	3pir_A	NA	Stage 1
3PIW-A	3piw_A	NA	Stage 1
3PJ0-A	3pj0_A	NA	Stage 1
3PJP-A	3pjp_A	NA	Stage 1
3PJS-K	3pjs_K	NA	Stage 1
3PLW-A	3plw_A	NA	Stage 1
3PMI-A	3pmi_A	NA	Stage 1
3PPB-A	3ppb_A	NA	Stage 1
3PPE-A	3ppe_A	NA	Stage 1
3PPI-A	3ppi_A	NA	Stage 1
3PPO-A	3ppn_A	NA	Stage 2
3PWG-A	3pwg_A	NA	Stage 1
3PZD-A	3pzd_A	NA	Stage 1
3Q09-A	3q08_A	NA	Stage 2
3Q10-A	3q10_A	NA	Stage 1
3Q3J-A	3q3j_A	NA	Stage 1
3Q4G-A	3q4g_A	NA	Stage 1
3QAU-A	3qae_A	NA	Stage 2
3QC1-A	3qc1_A	NA	Stage 1
3QDE-A	3qde_A	NA	Stage 1
3QDL-A	3qdl_A	NA	Stage 1
3QGY-A	3qgw_A	NA	Stage 2
3QHQ-A	3qhq_A	NA	Stage 1
3QHW-B	3qhr_B	NA	Stage 2
3QHY-A	3qhy_A	NA	Stage 1
3QIL-A	3qil_A	NA	Stage 1
3QMF-A	3qmf_A	NA	Stage 1
3QNW-A	3qnw_A	NA	Stage 1
3QOF-A	3qnu_A	NA	Stage 2
3QPT-A	3q5f_A	NA	Stage 2
3QRQ-A	3qrp_A	NA	Stage 2
3QS3-A	3qs3_A	NA	Stage 1
3QS9-A	3qs7_A	NA	Stage 2
3QT1-I	3qt1_I	NA	Stage 1
3QU3-A	3qu3_A	NA	Stage 1
3QUR-A	3d40_A	NA	Stage 2
3R0X-A	3r0x_A	NA	Stage 1
3R1J-A	3r1j_A	NA	Stage 1
3R25-A	3r25_A	NA	Stage 1
3R2I-A	3r2i_A	NA	Stage 1
3R2L-A	3r2h_A	NA	Stage 2
3R2N-A	3r2n_A	NA	Stage 1
3R2Q-A	3r2q_A	NA	Stage 1
3R3L-A	3r3l_A	NA	Stage 1
3R42-A	3r3q_A	NA	Stage 2
3R4T-A	3r4t_A	NA	Stage 1
3R6B-A	3r6b_A	NA	Stage 1
3R6P-A	3r6p_A	NA	Stage 1
3R79-A	3r79_A	NA	Stage 1
3R8F-A	1l8q_A	NA	Stage 2
3R9C-A	3r9b_A	NA	Stage 2
3RD8-A	3rd8_A	NA	Stage 1
3RDE-A	3rde_A	NA	Stage 1
3RLI-A	3rli_A	NA	Stage 1
3RN5-A	3rn2_A	NA	Stage 2
3RPX-A	3rpx_A	NA	Stage 1
3RQ0-A	3rq0_A	NA	Stage 1
3RRM-C	1xip_A	NA	Stage 2
3RRT-A	3rrr_A	NA	Stage 2
3RU8-X	3ru8_X	NA	Stage 1
3RUE-A	3ru9_A	NA	Stage 2
3RV0-A	3rv0_A	NA	Stage 1
3RZZ-A	3rzz_A	NA	Stage 1
3S0X-A	3s0x_A	NA	Stage 1
3S2F-A	3s1l_A	NA	Stage 2
3S2U-A	3s2u_A	NA	Stage 1
3S45-A	1hii_A	NA	Stage 2
3S47-A	3s47_A	NA	Stage 1
3S4R-A	3s4r_A	NA	Stage 1
3S9F-A	3s9f_A	NA	Stage 1
3SCH-A	1zz6_A	NA	Stage 2
3SFT-A	3sft_A	NA	Stage 1
3SJN-A	3sjn_A	NA	Stage 1
3SLT-A	3slt_A	NA	Stage 1
3SN6-R	3sn6_R	NA	Stage 1
3SQG-C	3sqg_C	NA	Stage 1
3SSQ-A	3ssq_A	NA	Stage 1
3STJ-A	3stj_A	NA	Stage 1
3SUB-A	3sub_A	NA	Stage 1
3SUZ-A	3suz_A	NA	Stage 1
3SV1-A	3sv1_A	NA	Stage 1
3SXS-A	3sxr_A	NA	Stage 2
3SYK-A	3syk_A	NA	Stage 1
3SZE-A	3sze_A	NA	Stage 1
3T02-A	3t02_A	NA	Stage 1
3T04-A	3t04_A	NA	Stage 1
3T0Q-A	3t0q_A	NA	Stage 1
3T14-A	3sxi_A	NA	Stage 2
3T32-A	3t32_A	NA	Stage 1
3T72-o	3t72_o	NA	Stage 1
3T7B-A	3t7b_A	NA	Stage 1
3T7V-A	3t7v_A	NA	Stage 1
3T8I-A	3t8i_A	NA	Stage 1
3TBB-A	3tas_A	NA	Stage 2
3TC1-A	3tc1_A	NA	Stage 1
3TCK-A	2z2i_A	NA	Stage 2
3TEK-A	3tek_A	NA	Stage 1
3TIH-A	3tih_A	NA	Stage 1
3TJ3-A	3tj3_A	NA	Stage 1
3TJT-A	3tjt_A	NA	Stage 1
3TK9-A	3tju_A	NA	Stage 2
3TL2-A	3tl2_A	NA	Stage 1
3TOL-A	3tol_A	NA	Stage 1
3TPL-A	3tpj_A	NA	Stage 2
3TQS-A	3tqs_A	NA	Stage 1
3TR6-A	3tr6_A	NA	Stage 1
3TR9-A	3tr9_A	NA	Stage 1
3TS5-B	3pn7_B	NA	Stage 2
3TSW-A	3tsw_A	NA	Stage 1
3TTP-A	3ttp_A	NA	Stage 1
3TU9-A	1zah_A	NA	Stage 2
3TUL-A	3tul_A	NA	Stage 1
3TYZ-A	3tyu_A	NA	Stage 2
3U0J-B	3u0j_A	NA	Stage 2
3U0K-A	3u0k_A	NA	Stage 1
3U1J-B	3u1i_B	NA	Stage 2
3U43-B	3u43_B	NA	Stage 1
3U4C-A	3u49_A	NA	Stage 2
3U5R-E	3u5r_E	NA	Stage 1
3U8E-A	3u8e_A	NA	Stage 1
3UEQ-A	3ueq_A	NA	Stage 1
3UJP-A	3ujp_A	NA	Stage 1
3UKH-A	3ukh_A	NA	Stage 1
3UL4-B	3ul4_B	NA	Stage 1
3UM7-A	3um7_A	NA	Stage 1
3UMV-A	3umv_A	NA	Stage 1
3UNE-I	3unb_I	NA	Stage 2
3UTO-A	3uto_A	NA	Stage 1
3UV2-A	3uv2_A	NA	Stage 1
3UVJ-A	3uvj_A	NA	Stage 1
3V00-C	3v00_A	NA	Stage 2
3V2G-A	3v2g_A	NA	Stage 1
3V3Q-A	3v3e_A	NA	Stage 2
3V4L-A	3v4l_A	NA	Stage 1
3V6B-R	3v6b_R	NA	Stage 1
3V7I-A	3v7i_A	NA	Stage 1
3V94-A	3v93_A	NA	Stage 2
3VAA-A	3vaa_A	NA	Stage 1
3VAZ-P	3vaz_A	NA	Stage 2
3VB0-A	3vb0_A	NA	Stage 1
3VEM-A	3vem_A	NA	Stage 1
3VH5-A	3vh5_A	NA	Stage 1
3VI3-B	3vi3_B	NA	Stage 1
3VIA-A	3aj4_A	NA	Stage 2
3VLI-A	3vlh_A	NA	Stage 2
3VMW-A	3vmv_A	NA	Stage 2
3VNN-A	3vnn_A	NA	Stage 1
3VOV-A	3vov_A	NA	Stage 1
3VP7-A	3vp7_A	NA	Stage 1
3VPX-A	3vpx_A	NA	Stage 1
3VUV-A	3vuv_A	NA	Stage 1
3W01-A	3w01_A	NA	Stage 1
3W03-A	2qm4_A	NA	Stage 2
3W0K-A	3w0k_A	NA	Stage 1
3W1H-A	3w1h_A	NA	Stage 1
3W6K-B	3w6k_B	NA	Stage 1
3W94-A	3w94_A	NA	Stage 1
3W9V-A	3w9v_A	NA	Stage 1
3WAP-A	3wap_A	NA	Stage 1
3WD6-A	3wd6_A	NA	Stage 1
3WE3-A	3we2_A	NA	Stage 2
3WFS-C	3wfq_E	NA	Stage 2
3WNY-A	3wny_A	NA	Stage 1
3WP5-A	3wp5_A	NA	Stage 1
3WRZ-A	3wrz_A	NA	Stage 1
3WSJ-A	2b7f_A	NA	Stage 2
3WTG-A	3wtg_A	NA	Stage 1
3WU1-B	3wu1_B	NA	Stage 1
3WVS-A	3wvs_A	NA	Stage 1
3X1L-F	2oeb_A	NA	Stage 2
3X43-A	3x43_A	NA	Stage 1
3ZC1-A	3zc1_A	NA	Stage 1
3ZDU-A	3zdu_A	NA	Stage 1
3ZH3-A	3zh3_A	NA	Stage 1
3ZH9-B	3zh9_B	NA	Stage 1
3ZHM-A	3zhm_A	NA	Stage 1
3ZIF-N	3zif_N	NA	Stage 1
3ZOD-A	2r6v_A	NA	Stage 2
3ZQB-A	3zqb_A	NA	Stage 1
3ZQC-A	3zqc_A	NA	Stage 1
3ZU8-A	3zqw_A	NA	Stage 2
3ZW6-A	3t15_A	NA	Stage 2
3ZXU-A	3zxu_A	NA	Stage 1
3ZYM-A	3zym_A	NA	Stage 1
4A26-A	4a26_A	NA	Stage 1
4A2F-A	4a2f_A	NA	Stage 1
4A2W-A	4a2w_A	NA	Stage 1
4A36-A	4a2p_A	NA	Stage 2
4A39-A	4a37_A	NA	Stage 2
4A7X-A	4a7w_A	NA	Stage 2
4AA9-A	4aa9_A	NA	Stage 1
4AAY-B	4aay_B	NA	Stage 1
4ABT-A	1fiu_A	NA	Stage 2
4ADX-5	4adx_5	NA	Stage 1
4AE4-A	4ae4_A	NA	Stage 1
4AGH-A	4agh_A	NA	Stage 1
4AGU-A	4agu_A	NA	Stage 1
4AIZ-B	4aiz_B	NA	Stage 1
4AK9-A	4ak9_A	NA	Stage 1
4AL7-A	4al7_A	NA	Stage 1
4ANI-C	2v7y_A	NA	Stage 2
4AOM-A	2qac_A	NA	Stage 2
4AQ4-A	4aq4_A	NA	Stage 1
4AQI-A	4aqi_A	NA	Stage 1
4AR9-A	4ar8_A	NA	Stage 2
4ARE-A	4are_A	NA	Stage 1
4ATE-A	4ate_A	NA	Stage 1
4ATI-A	4ati_A	NA	Stage 1
4AV8-A	4av8_A	NA	Stage 1
4B17-A	4atn_A	NA	Stage 2
4B20-A	2w35_A	NA	Stage 2
4B2Q-V	4b2q_V	NA	Stage 1
4B55-A	4b55_A	NA	Stage 1
4B6U-A	4b6u_A	NA	Stage 1
4B90-A	4b90_A	NA	Stage 1
4B93-A	4b93_A	NA	Stage 1
4B94-A	4b94_A	NA	Stage 1
4B9C-A	4b9c_A	NA	Stage 1
4BBD-A	4bbd_A	NA	Stage 1
4BF5-A	4bf5_A	NA	Stage 1
4BF8-A	4bf8_A	NA	Stage 1
4BF9-A	4bf9_A	NA	Stage 1
4BGJ-A	4bgj_A	NA	Stage 1
4BHK-A	4bhk_A	NA	Stage 1
4BJ8-A	4bj8_A	NA	Stage 1
4BJJ-A	4bjj_A	NA	Stage 1
4BN9-A	4bn6_A	NA	Stage 2
4BOG-3	4bog_3	NA	Stage 1
4BP0-A	4bp0_A	NA	Stage 1
4BPA-A	4bpa_A	NA	Stage 1
4BPX-B	4bpx_B	NA	Stage 1
4BQC-A	4bq6_A	NA	Stage 2
4BTF-A	4btf_A	NA	Stage 1
4BTP-A	4btp_A	NA	Stage 1
4BTS-AG	4bts_AG	NA	Stage 1
4BY7-X	4bxx_X	NA	Stage 2
4BZW-A	4bzw_A	NA	Stage 1
4C0Q-A	4c0o_A	NA	Stage 2
4C0T-A	4c0t_A	NA	Stage 1
4C7A-A	4c79_A	NA	Stage 2
4C7M-A	4c7m_A	NA	Stage 1
4C7O-A	4c7o_A	NA	Stage 1
4C7Y-A	1sij_A	NA	Stage 2
4CC9-B	4cc9_B	NA	Stage 1
4CCW-A	4ccw_A	NA	Stage 1
4CE4-l	4ce4_l	NA	Stage 1
4CFH-A	4cfh_A	NA	Stage 1
4CGR-A	4cgr_A	NA	Stage 1
4CGT-A	4cgt_A	NA	Stage 1
4CH7-A	4ch7_A	NA	Stage 1
4CIC-A	4cic_A	NA	Stage 1
4CKD-L	3a6b_L	NA	Stage 2
4CLV-A	4clv_A	NA	Stage 1
4CMR-A	4cmr_A	NA	Stage 1
4CMY-A	4cmy_A	NA	Stage 1
4CNO-A	4clm_A	NA	Stage 2
4CQ1-A	4cq1_A	NA	Stage 1
4CRH-A	4crh_A	NA	Stage 1
4CUD-A	2vj3_A	NA	Stage 2
4CXU-A	4cxs_A	0.9981	Stage 3
4CZI-A	4czf_A	NA	Stage 2
4D0A-B	4czb_A	NA	Stage 2
4D0L-A	4d0l_A	NA	Stage 1
4D0O-A	4d0o_A	NA	Stage 1
4D2K-A	4d2k_A	NA	Stage 1
4D3C-L	4d3c_L	NA	Stage 1
4D3S-A	4d3s_A	NA	Stage 1
4D5R-A	4d5r_A	NA	Stage 1
4D6T-J	4d6t_J	NA	Stage 1
4D8O-A	4d8o_A	NA	Stage 1
4D9G-A	4d9g_A	NA	Stage 1
4DBE-A	4dbd_A	NA	Stage 2
4DCB-A	4dcb_A	NA	Stage 1
4DEX-A	4dex_A	NA	Stage 1
4DEY-B	4dey_B	NA	Stage 1
4DF0-A	4df0_A	NA	Stage 1
4DF3-A	4df3_A	NA	Stage 1
4DFC-A	4dfc_A	NA	Stage 1
4DJA-A	4dja_A	NA	Stage 1
4DK1-A	4dk1_A	NA	Stage 1
4DMM-A	4dml_A	NA	Stage 2
4DN6-A	4dn6_A	NA	Stage 1
4DND-A	4dnd_A	NA	Stage 1
4DNI-A	4dni_A	NA	Stage 1
4DOX-A	4dox_A	NA	Stage 1
4DP6-X	4dp0_X	NA	Stage 2
4DTD-A	4dtd_A	NA	Stage 1
4DVG-B	4dvg_B	NA	Stage 1
4DX0-A	4dx0_A	NA	Stage 1
4DXE-H	4dxe_G	NA	Stage 2
4DXW-A	4dxw_A	NA	Stage 1
4DYS-A	4dys_A	NA	Stage 1
4DZA-A	4dza_A	NA	Stage 1
4E1T-A	4e1t_A	NA	Stage 1
4E44-A	4e44_A	NA	Stage 1
4E6K-A	3is7_A	NA	Stage 2
4E6P-A	4e6p_A	NA	Stage 1
4E77-A	4e77_A	NA	Stage 1
4E7O-A	4e7o_A	NA	Stage 1
4E89-A	4e89_A	NA	Stage 1
4E93-A	3bkb_A	NA	Stage 2
4E98-A	4e98_A	NA	Stage 1
4E9B-A	2ew5_A	NA	Stage 2
4EBA-A	4eba_A	NA	Stage 1
4EGC-B	4egc_B	NA	Stage 1
4EI8-A	4ei7_A	NA	Stage 2
4EJS-B	4ejs_B	NA	Stage 1
4EKU-A	4eku_A	NA	Stage 1
4EML-A	4eml_A	NA	Stage 1
4EN2-B	4emz_B	NA	Stage 2
4EO5-A	4eo5_A	NA	Stage 1
4EOW-L	4eow_L	NA	Stage 1
4EQ0-A	4eq0_A	NA	Stage 1
4ETM-A	4etm_A	NA	Stage 1
4EUF-A	4eue_A	NA	Stage 2
4EVI-A	4e70_A	NA	Stage 2
4EVZ-A	4evz_A	NA	Stage 1
4EXQ-A	4exq_A	NA	Stage 1
4EYH-B	2dpi_A	NA	Stage 2
4F3Q-A	4f3q_A	NA	Stage 1
4F4F-A	4f4f_A	NA	Stage 1
4F4X-A	4f4w_A	NA	Stage 2
4F7G-B	4f7g_B	NA	Stage 1
4F7N-B	4f6s_B	NA	Stage 2
4F99-B	4f99_B	NA	Stage 1
4F9Z-D	4f9z_A	NA	Stage 2
4FAO-E	4fao_E	NA	Stage 1
4FC4-A	4fc4_A	NA	Stage 1
4FDF-A	4fdf_A	NA	Stage 1
4FFK-A	4ffk_A	NA	Stage 1
4FI4-A	4fi4_A	NA	Stage 1
4FM4-A	4fm4_A	NA	Stage 1
4FM9-A	4fm9_A	NA	Stage 1
4FMO-B	4fmn_B	NA	Stage 2
4FSP-A	4fsp_A	NA	Stage 1
4FUK-A	4fuk_A	NA	Stage 1
4FVV-A	4fvv_A	NA	Stage 1
4FXG-A	4fxg_A	NA	Stage 1
4FXV-A	4fxv_A	NA	Stage 1
4FZH-A	4fzh_A	NA	Stage 1
4G1G-A	4g1g_A	NA	Stage 1
4G1K-A	4g1k_A	NA	Stage 1
4G55-A	4g55_A	NA	Stage 1
4G6T-A	4g6t_A	NA	Stage 1
4G7E-B	4g7e_B	NA	Stage 1
4G89-A	4g89_A	NA	Stage 1
4G9Q-A	4g9q_A	NA	Stage 1
4GA4-A	4ga4_A	NA	Stage 1
4GAA-A	4gaa_A	NA	Stage 1
4GBU-A	4gbu_A	NA	Stage 1
4GF2-A	4gf2_A	NA	Stage 1
4GFV-A	4gfu_A	NA	Stage 2
4GHN-A	4ghn_A	NA	Stage 1
4GJT-B	4gjt_B	NA	Stage 1
4GK6-A	4gk6_A	NA	Stage 1
4GKF-A	4gkf_A	NA	Stage 1
4GLK-A	4glk_A	NA	Stage 1
4GLW-A	4glw_A	NA	Stage 1
4GMS-A	4gms_A	NA	Stage 1
4GPG-A	1arb_A	NA	Stage 2
4GQH-A	4gqh_A	NA	Stage 1
4GYC-B	4gyc_B	NA	Stage 1
4GYM-A	4gym_A	NA	Stage 1
4H0M-A	4h0m_A	NA	Stage 1
4H0N-A	4h0n_A	NA	Stage 1
4H2K-A	4h2k_A	NA	Stage 1
4H3E-A	4h3e_A	NA	Stage 1
4H44-D	2zt9_D	NA	Stage 2
4H4L-A	1vea_A	NA	Stage 2
4H65-A	4h65_A	NA	Stage 1
4H6Y-A	4h6y_A	NA	Stage 1
4H7X-A	4h7x_A	NA	Stage 1
4HAO-A	4hao_A	NA	Stage 1
4HBO-A	4hbo_A	NA	Stage 1
4HDT-A	4hdt_A	NA	Stage 1
4HI0-E	4hi0_E	NA	Stage 1
4HJ5-A	4hid_A	NA	Stage 2
4HOB-A	4hob_A	NA	Stage 1
4HOI-A	4hoi_A	NA	Stage 1
4HTG-A	4htg_A	NA	Stage 1
4HU8-A	4hu8_A	NA	Stage 1
4HV4-A	4hv4_A	NA	Stage 1
4HVQ-A	4hvq_A	NA	Stage 1
4HX2-B	4hwx_A	NA	Stage 2
4I0N-A	4i0n_A	NA	Stage 1
4I2T-A	4i2t_A	NA	Stage 1
4I5L-B	4i5l_B	NA	Stage 1
4I5W-A	4i5t_A	NA	Stage 2
4I60-A	4i60_A	NA	Stage 1
4I7U-A	4i7u_A	NA	Stage 1
4I9Y-A	4i9y_A	NA	Stage 1
4IFQ-A	4ifq_A	NA	Stage 1
4IGA-A	4iga_A	NA	Stage 1
4IHT-A	3m1e_A	NA	Stage 2
4IJ1-A	4ij1_A	NA	Stage 1
4IJG-A	4ijg_A	NA	Stage 1
4IKC-A	4ikc_A	NA	Stage 1
4IKY-A	4ikx_A	NA	Stage 2
4ILT-A	4ilt_A	NA	Stage 1
4IOS-A	4ios_A	NA	Stage 1
4IPN-B	4ipl_A	NA	Stage 2
4IQF-A	4iqf_A	NA	Stage 1
4IRG-A	4irg_A	NA	Stage 1
4IRN-A	4irn_A	NA	Stage 1
4IT3-A	4it3_A	NA	Stage 1
4IT5-A	4it5_A	NA	Stage 1
4IYA-A	4iya_A	NA	Stage 1
4IYP-A	4iyp_A	NA	Stage 1
4IZO-A	4izo_A	NA	Stage 1
4J0E-A	4j0e_A	NA	Stage 1
4J0W-A	4j0w_A	NA	Stage 1
4J2G-A	4j2g_A	NA	Stage 1
4J4X-A	4j4x_A	NA	Stage 1
4J52-A	4j52_A	NA	Stage 1
4JAY-A	4jay_A	NA	Stage 1
4JB7-A	4jb7_A	NA	Stage 1
4JB8-B	4jb8_B	NA	Stage 1
4JCU-A	4jcu_A	NA	Stage 1
4JDH-A	4fif_A	NA	Stage 2
4JE5-A	4je5_A	NA	Stage 1
4JEK-A	4jek_A	NA	Stage 1
4JFC-A	4jfc_A	NA	Stage 1
4JGH-A	4jgh_A	NA	Stage 1
4JGX-A	4jgx_A	NA	Stage 1
4JPV-G	4jpv_G	NA	Stage 1
4JQ0-A	4jq0_A	NA	Stage 1
4JQA-A	4jq1_A	NA	Stage 2
4JW3-A	4jw3_A	NA	Stage 1
4JWJ-A	4jwj_A	NA	Stage 1
4JXY-A	4jxy_A	NA	Stage 1
4JZL-A	4jzl_A	NA	Stage 1
4JZR-A	4jzr_A	NA	Stage 1
4K0U-A	4k0u_A	NA	Stage 1
4K0V-A	4k0v_A	NA	Stage 1
4K1F-A	4k1f_A	NA	Stage 1
4K2G-A	2wyb_A	NA	Stage 2
4K2X-A	4k2x_A	NA	Stage 1
4K3C-A	4k3c_A	NA	Stage 1
4K3X-B	4k3x_B	NA	Stage 1
4K48-A	4k47_A	NA	Stage 2
4K4C-A	4k4c_A	NA	Stage 1
4K5A-A	4k5a_A	NA	Stage 1
4K5Y-A	4k5y_A	NA	Stage 1
4K8U-A	4k8u_A	NA	Stage 1
4K91-A	4k91_A	NA	Stage 1
4KAV-A	4kav_A	NA	Stage 1
4KB5-A	4kb5_A	NA	Stage 1
4KF5-C	4kf5_C	NA	Stage 1
4KGK-A	4kgk_A	NA	Stage 1
4KKD-A	4kkd_A	NA	Stage 1
4KKM-A	4kkm_A	NA	Stage 1
4KOQ-A	4koq_A	NA	Stage 1
4KQV-A	4hxz_A	NA	Stage 2
4KUD-A	4kud_A	NA	Stage 1
4KV5-C	1kla_A	NA	Stage 2
4KWB-A	4kwb_A	NA	Stage 1
4KXR-B	4kxr_B	NA	Stage 1
4L18-B	4l0y_B	NA	Stage 2
4L22-A	4l22_A	NA	Stage 1
4L42-A	4l42_A	NA	Stage 1
4L4I-A	4l4i_A	NA	Stage 1
4L5T-A	4l5t_A	NA	Stage 1
4L6V-C	4kt0_C	NA	Stage 2
4L6V-L	4l6v_8	NA	Stage 2
4L8P-A	4l8p_A	NA	Stage 1
4L8Q-A	4l8q_A	NA	Stage 1
4LA1-A	4la1_A	NA	Stage 1
4LAB-A	4lab_A	NA	Stage 1
4LBU-A	4kwo_A	NA	Stage 2
4LDS-A	4lds_A	NA	Stage 1
4LK4-A	4lk4_A	NA	Stage 1
4LM7-A	4j3k_A	NA	Stage 2
4LNB-B	4l9p_B	NA	Stage 2
4LOG-A	4log_A	NA	Stage 1
4LOW-A	4low_A	NA	Stage 1
4LQL-A	4lql_A	NA	Stage 1
4LT9-A	4lt9_A	NA	Stage 1
4LUJ-A	4lui_A	NA	Stage 2
4LZG-A	4lzd_A	NA	Stage 2
4M1N-A	4m1n_A	NA	Stage 1
4M6T-A	4m6t_A	NA	Stage 1
4M7S-A	4m7s_A	NA	Stage 1
4M8I-A	4m8i_A	NA	Stage 1
4M9O-A	4m9o_A	NA	Stage 1
4MAC-A	4mac_A	NA	Stage 1
4MBB-A	4mbb_A	NA	Stage 1
4ME9-A	4me9_A	NA	Stage 1
4MF3-A	4mf3_A	NA	Stage 1
4MGY-E	4mgk_E	NA	Stage 2
4MHV-A	4mhv_A	NA	Stage 1
4MI8-A	3dvu_A	NA	Stage 2
4MID-A	4mid_A	NA	Stage 1
4MIF-A	4mif_A	NA	Stage 1
4MJM-A	4mjm_A	NA	Stage 1
4MLD-A	4mld_A	NA	Stage 1
4MLJ-A	4mlj_A	NA	Stage 1
4MN0-A	4mn0_A	NA	Stage 1
4MPH-A	4mph_A	NA	Stage 1
4MRS-A	4mrn_A	NA	Stage 2
4MTX-A	4mt8_A	NA	Stage 2
4MWI-A	4mwi_A	NA	Stage 1
4MX2-A	4mx2_A	NA	Stage 1
4MX8-A	4mx8_A	NA	Stage 1
4MZQ-A	4mtu_A	NA	Stage 2
4N02-A	4n02_A	NA	Stage 1
4N0B-A	4n0b_A	NA	Stage 1
4N0H-B	4n0h_B	NA	Stage 1
4N0Q-A	4n0q_A	NA	Stage 1
4N13-A	4n13_A	NA	Stage 1
4N6K-A	4n6k_A	NA	Stage 1
4N77-A	4n77_A	NA	Stage 1
4N7V-C	4n7v_C	NA	Stage 1
4N83-A	4n83_A	NA	Stage 1
4N8O-A	4n8n_A	NA	Stage 2
4N9F-b	4n9f_1	NA	Stage 2
4N9F-U	4n9f_3	NA	Stage 2
4N9X-A	4n9x_A	NA	Stage 1
4NBE-D	1vck_A	NA	Stage 2
4NC4-A	4nc4_A	NA	Stage 1
4NE4-A	4nd9_A	NA	Stage 2
4NGU-A	4ngu_A	NA	Stage 1
4NOV-A	4nov_A	NA	Stage 1
4NQ1-A	4nq1_A	NA	Stage 1
4NQY-A	4nqy_A	NA	Stage 1
4NRH-A	4nrh_A	NA	Stage 1
4NSY-A	4nsy_A	NA	Stage 1
4NTA-A	4nta_A	NA	Stage 1
4O4C-A	4o4c_A	NA	Stage 1
4O5H-A	4o5h_A	NA	Stage 1
4O64-A	4o64_A	NA	Stage 1
4O6M-A	4o6m_A	NA	Stage 1
4O8A-A	4o8a_A	NA	Stage 1
4O9F-A	4o9f_A	NA	Stage 1
4O9H-A	1alu_A	NA	Stage 2
4OB5-L	4ob5_L	NA	Stage 1
4OCT-A	4o61_A	NA	Stage 2
4OER-A	4oer_A	NA	Stage 1
4OGP-A	4ogp_A	NA	Stage 1
4OHS-A	4ohs_A	NA	Stage 1
4OJZ-A	4ojz_A	NA	Stage 1
4OKO-A	4oko_A	NA	Stage 1
4OM7-A	4om7_A	NA	Stage 1
4OMF-G	3zfs_B	NA	Stage 2
4OO1-A	2wp8_A	NA	Stage 2
4OON-A	4oon_A	NA	Stage 1
4OPX-A	4opx_A	NA	Stage 1
4OQA-C	4opx_C	NA	Stage 2
4OTK-A	4otk_A	NA	Stage 1
4OV1-A	4id8_A	NA	Stage 2
4OVD-A	4ovd_A	NA	Stage 1
4OW4-A	4ow4_A	NA	Stage 1
4OW8-A	4ow8_A	NA	Stage 1
4P02-A	4p00_A	NA	Stage 2
4P0Q-A	4p0p_A	NA	Stage 2
4P1L-A	4p1l_A	NA	Stage 1
4P2L-A	4p2l_A	NA	Stage 1
4P2O-B	4p2o_B	NA	Stage 1
4P3N-A	4p3n_A	NA	Stage 1
4P4L-A	4p4g_A	NA	Stage 2
4P4S-A	4p4s_A	NA	Stage 1
4P5A-A	4p5a_A	NA	Stage 1
4P5W-A	4p5w_A	NA	Stage 1
4P7B-A	4p7b_A	NA	Stage 1
4P7C-A	4p7c_A	NA	Stage 1
4P7D-A	4p78_A	NA	Stage 2
4P9G-A	4p9g_A	NA	Stage 1
4PDS-A	4pdp_A	NA	Stage 2
4PEL-A	4pel_A	NA	Stage 1
4PH3-A	4ph3_A	NA	Stage 1
4PKA-X	1oxw_A	NA	Stage 2
4PKX-A	4pkx_A	NA	Stage 1
4PL2-B	4pl1_A	NA	Stage 2
4PLF-A	4plc_A	NA	Stage 2
4POV-A	3rlb_A	NA	Stage 2
4PQ1-A	4pq1_A	NA	Stage 1
4PSH-A	4prs_A	NA	Stage 2
4PY5-A	4py5_A	NA	Stage 1
4Q16-A	4q16_A	NA	Stage 1
4Q7A-A	4q7a_A	NA	Stage 1
4Q7R-A	4q7r_A	NA	Stage 1
4QAW-A	4qaw_A	NA	Stage 1
4QBH-A	4qbh_A	NA	Stage 1
4QEP-A	4qen_A	NA	Stage 2
4QHB-A	4qhb_A	NA	Stage 1
4QIW-A	4qiw_A	NA	Stage 1
